Teph Gandia,"Girl while reviewing Math 17 sa toki, iaabot ang bayad sa driver habang nakatingin sa notes: ""MANONG X-squared"" :))"
Cla Cabral,"One day while eating Fried Siomai sa Fine Arts, I was with Mimi Lucas and we were seating sa newly made shed near Ate Siomai... :)

Cla: Ui o, yung babae, kita na yung panty niya hanggang dun sa half ng butt cheek.
Mimi: Anong gagawin ko?
Cla: Sabihin mo sa kanya. :|

Mimi: Ms, Ms, yung panty niyo po kitang-kita na..
Ms: (no reaction) *Sabay baba ng shirt. :|*

Hindi niya tinaas yung leggings niya eh, instead, binaba niya yung shirt :|"
Anna Ara�o,"'You cannot break free from the past totally.' (MN, Math 55)"
Minks Lucas,"di ko alam kung luma na ito or bago pero share ko na lang-- a joke from my Acctg1 classmate (gosh, kakalabas lang ng result ng 2nd exam kanina ni ma'am debbie):

Q: ano ang difference ng Counting sa Accounting?

S: ang counting ay one.... two.... threee....




ang accounting ay a-wan.... a-tu.... a-tree... :D"
Riley Palanca,"THIRD YEAR na Orgmate ko:

Nakalagay sa Form 5 niya, venue ng PE niya V. Rooftop. Ayan si kuya, atat, ten minutes before 4 PM nandun na sa Vinzon's Rooftop. Tapos parang thirty minutes na, walang tao at nakalock yung door. Iiyak na si kuya, nagtatanong na sa Office ng Collegian kung may notice ba yung prof na magcacancel ng class.

Buti na lang tinawagan niya yung Sports Sci naming orgmate at saka niya lang nalaman na may iba pa palang V. Rooftop - Vanguard. Isipin mo, mag-PE ka sa Vinzon's Rooftop!"
Myk Gregory Albao,"Pan Pil 19 Class, yung ibang group ng classmates ko ay nagrereport about sex toys. Yung iba, nagdala ng mga nabili/nahiram na sex toys. Then, this one classmate of mine, Audri Belo, brought out from her bag a snorkel. Parang walang nag-react nung linabas niya, so after class, I texted her.

Me: Bakit pala may dala kang snorkel kanina? :)

Audri: Wala kasi akong nakuhang totoong sex toy eh, so nagdala na lang ako ng kamukha ng ano. :))

Me: ??

Audri: Hindi ba para naman siyang ano?

Me: AHAHAHAHAHAHAHA! XD

FAIL! (Sorry, Dree!!! Peace!!!) :))"
Minks Lucas,"Nung first Physics 71.1 day, di ko sure san yung classroom ko. unang kong pinuntahan yung Llamas hall, tapos sabi sakin nung guard dun dapat ako sa new NIP (yung malapit sa math). Sabi nya, lagpasan ko raw yung math, tapos kaliwa tapos straight na yun.

nung bago ako makarating ng math, naalala ko yung lesson about Hypotenuse. haha shortest distance diba? so tinahak ko yung pinapatag na lupa dun (2 yrs ago na ito, nung ginagawa yung new oval)

i ended up passing thru a creek... tapos nasa kalagitnaan na ako ng matataas na talahib. sobrang grabeng adventure yun para makarating sa (new) NIP.

The next day, may mga emails na nagkalat about the japanese landmines found in that area. hahaha buti wala pala akong natapakan!"
Myk Gregory Albao,Dumadami na ang members! Dapat mas marami members natin kesa dun sa kabila. Wahaha. (Competitive??). MASS INVITATION! XD
Cindy Cruz-Cabrera,"karatula ng isang studyanteng pro-choice sa isang pro-life assembly: IF YOU ARE AGAINST ABORTION, DON'T EAT BALOT!"
Riley Palanca,"PROF (after calling attendance): Okay, guys let's start!
FAT CLASSMATE: Sir, you haven't called my name yet.
PROF: Oo na, minark na kita as present. You're hard not to miss you know."
Riley Palanca,"PROF (at CLASSMATE who wants to shift): Oh, maliban sa iyong video making skills ano naman ba ang macocontribute mo sa department?
GAY CLASSMATE (thinking fast, points at face and at body): Sir, am I not enough?
PROF: Ay, wow. Pakiulit.
GAY CLASSMATE: Am I not enough?

Prof laughs for about three minutes. Then throws an eraser at him. (Pajoke lang naman at in fairness hindi naman siya tatama.)"
Martin Julius Perez,"Classmate: Alam mo ba pinakamahirap daw na course ang BLIS..
Ako: Talaga? (smile) Bakit naman daw?
Classmate: e kasi ang daming prerequisites..
Ako: Parang ang konti lang naman kaya..
Classmate: Kailangan mo po magMath17, Chem16 at kung anu anong 5units pa..saka kailangan mo ding magEng'g bago mo matapos ang course..

ok..hahaha"
Benjamin Vallejo Jr,"How many Ateneans does it take to change a lightbulb?
Answer: One. he just sticks it in the socket and the whole world revolves around him!"
Diega Villanueva,"Overheard at UP College of Law:

Student1: May Overheard at Ateneo. May Narinig sa UP. Eh bakit yung La Salle walang Overheard sa Facebook?

Student2: Kasi wala ka talagang maririnig sa mga taga-La Salle na worth gawan ng Facebook group."
AJ Vizmanos,"Dr. Someone in the middle of Pre-thesis presentation approached me, giving me 20 pesos.

Dr. Someone: Hijo, please buy me a cup of pineapple juice from the tea room. Bumababa ang blood sugar level ko sa class nyo.
[Parang gusto kong sabihin, ""Maam, apologies for being sabaw."" Haha.]"
Karl Benjamin Fajardo,"Socio class:

Prof: Magpapareaction paper ako class ha. Movie sha: Juno! 
Rich kid classmate: *squeeeeeeeeee with matching cupped hands* LOOOVE JUNO!
Prof: *chuckle* OA."
Ianne San Carlos,"*sana di pa nasabi*

Ang uno ay parang infinity over infinity, it does not exist. :)"
Marqui Lopez,"Kanina after ng Chem 16 Practical Exam namin. Lecture naman:

Nagdidiscuss si ma'am tungkol sa Vaporization.

Habang nagdidiscuss, pinabasa sa akin yung isang slide sa powerpoint. Then yung isa namang kaklase ko...

Classmate: ...is the reverse of Heat of ...

ba, bapo, bapori, bapo...

BAPORIZATION. Blah blah.

Ako: :) Galing."
Rustie Fidel,"one time may sumakay sa ikot na isang cono. pumara sa tapat ng school of econ : ""para sa side please"" =)"
Genesis Santos,"isang adik kong prof sa botany ay PRESIDENT ATA NG PETA. :)) 

sabi ba naman, ""I hate animals because they share with us plants' supply of oxygen...(*achuchuchu*)"" 

errr. si mam ata hindi animal (mammal)?

tahimik nalang kami. hayaan nalang ang drama nia. (*Aling Dionisia nga pala ang nickname nun, temred by my fellow batchamates :))*)"
Riley Palanca,PROF (shouting at the noisy people loitering in the corridor): Wala kayo sa PUP!
Riley Palanca,"(sorry nag-sspam ako. cinocopy paste ko lang to galing sa blog ko)

PROF : O, ikaw naman Noy. Mas gwapo ka ba sa tatay mo?
CLASSMATE : Hindi po.
PROF : Anong klase yan? You're supposed to improve. Ulitin natin. Noy, mas gwapo ka ba sa tatay mo?
CLASSMATE : Opo.
PROF : My god, what does your father look like"
Riley Palanca,"PROF : O, so what do you think of this story?
CLASS : Sir, I think it shows that the old man loved the girl.
GAY CLASSMATE : Sir, on the contrary I disagree. I believe that it was not love but the thought of it.
PROF : E, di ba you're gay? And gays hate women. Maybe you're just projecting yourself. Hindi kaya?"
Riley Palanca,"Prof (at gay classmate): Oh, bat ka naman absent these past few days?
Classmate: Sir, I was sick!
Prof: Sick? Ang bata-bata mo pa, may AIDS ka na!"
Jeraldine Torralba Pascual,"Kanina lang sa class ko sa Comm 130. Ang topic ay operationalization:

Sir: So how do you operationalize sex in the research? (male and female ang dapat sanang sagot)

Girl seatmate ko: (busy na nagbabasa ng script, pagkarinig ng 'sex' biglang tumingala) Frequency?

<biglang humagalpak sa tawa ang boys sa class>

Sir: Puwede, puwede. Pero ako I'd prefer quality."
Riley Palanca,"Prof (at a guy coming in late): Tingnan mo itong lalaking ito. Naka shorts, naka tsinelas. Mukhang galing lang sa banyo."
Yagie Magcamit,"eee10, may estudyante na ang likot-likot sa upuan niya..

prof: are you trying to wake up your classmates or are you looking for a better position to sleep?"
Riley Palanca,"PROF : Sino dito nagtake na ng previous English course?
ME (xempre pa-impress) : Sir, me. English 11.
PROF : May natutunan ka naman?
ME : Of course sir..
PROF : Anong mga stories binasa nyo sa English 11?
ME : Sir, I don't remember.
PROF : You don't remember?! And this was last sem? What was your grade in English 11?
ME : Sir, 1.5 po.
PROF : She should have given you a 4!"
Riley Palanca,"English 12

PROF : What is English 12? You have English 10, English 11, English 12. Para yan sa kinder. Pag kinder 1, hindi pa marunong magamit ng toilet paper. Pag kinder 2, medyo marunong na."
Riley Palanca,"English 12

PROF : O, ikaw, ano naman course mo?

ME : PolSci po. But magshishift po ako sa ComLit.
PROF : Ay. Marami ng tangga sa English Department. Dadagdagan mo pa."
Riley Palanca,"English 12

PROF : O, ikaw naman, ne, ano naman ang course mo? (YES, TAGALOG XIA!)

NE : FLCD

PROF : Ano naman yan?

NE : Family Life and Child Development po. Sa College of Home Economics.

PROF : Ay. Home Economics. They should burn down that college. Nag-aral ka pa. Nag-asawa ka na lang sana. Mag-aasawa ka naman lang dun."
Greta Monica Trazo,"May dumaan na Eng'g student suot t-shirt na:

""So what kung uno ka? Eng'g ka ba?""

Sabi ng kasama ko:

""So what kung uno ka? Maganda ka ba?""

^_^ apir!"
Diane Tan San Pedro,"wow.. ngayon lang ako nakapagjoin!:D hahaha 

ganun ba talga sa sts class? naglolock si sir nemenzo ng door? or nagkakataon lang kapag nalalate ako:( hay"
Greta Monica Trazo,"Prof ""crush"" talking to a student running as USC Councilor:

Prof: So, what are your plans?

Student: Sir, we are fighting for Student's Rights

Prof: Student's rights?!? Students have rights??? Isn't that fictitious like student's feelings???

Class: *snickers*

BENTAAAAAAAAAAAA.... i <3 prof crush"
Jona Mae Conopio,"Dr. Jimmuel Naval, PI100: ""Sikat noon ang Bible paper. Kaya nung matuklasan ng mga adik, ginawa nilang sigarilyo para sa marijuana. Oh di ba? Talagang 'langit' ang feeling nun!"""
Ludwig Sly Abla�a,"From Sir Dalisay, Eng 42:

""Sometimes, doing your best is not exactly the best thing to do.""

Napatingin nalang kami lahat sa malayo para magreflect. haha."
Samantha Isabel Coronado,"KAS prof: ""Bored na bored talaga ako class. Take out a sheet of paper, quiz tayo.."""
Je de Asas,"Prof. Leoncio Co, PI 100, mid-1980's:

""  You don't know what a pogrom is?!  Ano'ng mga reference n'yo?!  Liwayway?!""

""  Do what you seldom do!  Think!!!"""
Saerom Tina Kim,"Econ 100.1 UPD:

prof: ano ba kayo?! di niyo alam yung sagot dito?!



parang taga Kindergarten of Katipunan lang kayo ah!! yung blue!"
JR Davas,"tangegot freshie days..

Me (to blockhandler 1): Paano po pumuntang Math Building?
Blockhandler 1: Sakay ka lang ng toki.. 

*at dahil ayokong magmukhang masyadong tanga, sa ibang tao ako ng tanong ng follow up question after 5 minutes*

Me: San po yung sakayan ng toki?
Blockhandler 2: Ah, jan o sa likod.. *Sa west wing (AS) ang tambayan namin*

at sumakay naman ako ng toki sa likod ng FC area.. only to find out, dumadaan din sya ng harap ng FC!!!! badtrip, so nag around the world muna ako bago nakarating ng math building."
Aaron Cuaresma,Selda 3 - Narra Legend!
Anjo David,Go Christian! :)
Iris Castano,"math 109 class-- prof(to a bunch of classmates): pakigising naman yun. (then to the dude who slept in class): wag kang matulog....sa posisyong yan, magkakastiff neck ka."
Mark Stephen Luna,"Prof Goldie Lim, Comm II, circa 1998,first day of class:""Last sem was the first time that I gave a grade of 5, and it felt good!!!"""
Joe Drigo Enriquez,"""What you learn in UP is to go on and never give up. That if there be one person left standing, let it be me. LET ATENEO FALL FIRST BEFORE UP...""

nakita ko lang sa net =))"
Ocim Azodnem,"Sm north jeep..
may machong mama... 
MAnong macho: MANONG bayad...<laki boses>
nakikinig nhg music sa cp nya
nung nasa FC na.. 
Manong Macho: Para po..<laki boses>
<pagtayo nya... natnggal ang adptor ng headset..>
Ang tugtog nya.. Britney spears.. HIT ME BABY ONE MORE TYM... 
o.O twang tawa si manong driver.. sya pinakamasaya"
AJ Vizmanos,"Makakarelate ang mga nag tap dance as PE.

""Naririnig ko parin ang heel nyo. Wag nyo pahirapan ang sarili niyong isama ang heel sa shuffle. Mas mahirap gawin ang mali."" -Maam K."
Karl Patrick Tatunay Daliposa,"Lagi akong nalilito sa NISMED, NIGS and NCPAG...One day may nagtanong sakin kung saan ang NISMED, (nasa pagitan kami nun ng FC and AS)...sabi ko ""dire-diretsuhin nyo lang po yang daan na yan....ung katapat ng engg lib II"" (nasa kanto lng pala cya hehe)"
Nadine Emberga,"nung PE1 namin, may nagspray ng pepper spray sa classroom. at dahil airconditioned di kami pwedeng magklase sa loob. ansaya! walang reporting ng ""emotional quotient""...anak ng tokwa, kung mamalasin nga naman. nagklase kami sa ilalim ng puno ng aratiles...tuloy ang discussion ng ""emotional quotient"""
Maria Filipina Hilot,Prof. Celia Antonio (Anthro 181): Ang walang kamatayang tandem ng putong puti na nagmukhang cinnamon roll (dahil maraming nakadapong langaw) at kumukulong kape (pang-alis ng mikrobyo; kelangang inumin ng kumukulo)....Hahahahahaha....
Maria Filipina Hilot,"Prof Celia Antonio (Anthro 181): ""di-mawaring di-mauri""-sino pa ba ang makakaisip nito?   ^_^"
Chummy Kumi,"""Ayaw na maalis ng tan line ko sa paa!!"""
Jon Villasper,"bulong ng mga taga-peyups sa kasagsagan ng UPCAT application period....""Hala! Mahirap and UPCAT"""
Sol Arnaez,"Question: There are just 2 schools in the Philippines. What are those?

Answer: UP and... others. 

Hehehe! Alien???? Alien!!!"
Marc Ros,"nabasa ko sa male cr ng FC (not the exact words though):

kung panginoon ang tawag nyo sa diyos nyo?
ano ang tawag nya sa inyo?"
Jericho Delfin,"Ilang karatula na nabasa ko:
""Please don't black the driveway.""
""Sorry, we are close."" at
""Space4Rent. Pls inquired."""
Redg Camarse,"Habang naghihintay dumating ang prof...

Ako: Alam niyo ba 'tong kanta na 'to? Grade 5 kayo niyan eh. :))
Blockmates: Ano yan... 'di ko alam..
Blockmate1: Ang alam ko kasi kapag grade school mga backstreet boys, N*Sync, A4...

PAPEL?? =)))) PINAGHALONG A1 LANG TSAKA F4 EH =)) HAHAHAHAHAHAHA"
Dino Pineda,"One day, I felt like wearing a plain yellow collared shirt, a semi-faded basic cut maong pants and black rubber shoes. I felt pretty decent with my attire. It was that unique feeling only smart casual attire gives you.

The classroom only had one door, CAL building kasi, eh. At 'yung door na 'yun, pagpasok mo pa lang, blackboard at prof na makakasalubong mo. Pagpasok ko ng classroom, hulaan niyo suot ng prof...

Plain yellow collared shirt, semi-faded basic cut maong pants and black rubber shoes. Shit."
Tricia del Rosario,"Everytime bago sya magkwento tungkol sa mga bagay na pwedeng maging ""controversial"", laging sinasabi ng prof namin sa Management:

""Don't quote me, I will deny.""
-Sir Ham.

Favorite :D"
Redg Camarse,"CS11 class:

Classmate1: Uy, ang galing! Nagawa mo na yung sum. (sum ng dalawang polynomials)
Classmate2: Sus, sum lang eh.
*awkward pause*
Classmate1: Sum lang, putangina hanggang pag-input pa lang ako."
AJ Vizmanos,"""Dibaleng mali, basta meron"" -Chem/Physics students on their probsets/postlabs. [Guilty ako of saying it sometimes, hahaha.]"
Je de Asas,"Malaki ang nagawa ng EDSA Revolution sa aking UP Education.  Dahil sa kanya, nalampasan ko ang Math 11! Lahat kami, "" P"" ( Passed) ang grade. Napilitan yung titser naming ipasa na lang kami kasi maagang natapos ang school year dahil sa mga rally :D Nyahahahahaha."
Eugene Esparcia Jr.,"written in a chair:
""Kung ikaw ay nasistress, shift... -Le Chatelier"""
AJ Vizmanos,"Overheard sa PFP QC Lab: Wala pa si Mang Bert (labtech), gamitin muna ang tanchameter at takalometer."
Iris Castano,"wow miss, ang ganda naman ng cleavage mo. --nat sci 2 prof discussing physical properties of minerals"
Mariel Felizmenio,"""I do not give make-up exams unless you are dead or dying."""
Myk Gregory Albao,"Last year, this Korean dude studying at UP asked me for directions. He asked me A LOT of questions, about where this building is and how he could get there. But the one thing which made it worth it was his last question: ""Umm, can you tell me where I can find the, umm, uhh, Palm Hall?""

WTH?! ""PALM HALL""??? Di ko napigilan talagang natawa ako sa unahan niya, yung hagulhol. Sorry, Korean guy!!! XDDD"
Anna Christina,"A group of freshies to a group of upper class girls: ate saan yung TBA?
Upper class: derechohin nyo yang hall na yan tpos kanan ka dun sa dulo.
TBA -> To Be Announce. (ang sama!)"
Bubuy Balangue,Nakakawa naman yung ibang schools. NOT!
Jackie Rizada,"Socsci 1 Prof: ""Ang pag-ibig kapag nagugutom, lumilipad. Kaya ikaw Ms. Rizada, mag-asawa ka ng mayaman.""

Ms. Rizada: K."
Jhen Madrid Baldovino,"""Class is canceled, can't stand body heat."""
Jhen Madrid Baldovino,"Eto, maraming makaka-relate sa quote na ito ng isa naming prof.
""Para sa mga kumuha ng CMSC 56, 56, 57, 123, 123, 123, infinite loop ...."""
Shine,"One fine Tuesday in 2004, Dr. Gerardo Sicat was doing a one-hour large class lecture for Econ 11, it was about the Game Theory by John Nash. 
Then he said: ""His life was made into a movie. What's the title of that movie, again? Starring Russel Crowe? A BEAUTIFUL BRAIN?""
The entire SE Auditorium roared with laughter. Tapos *tambling*"
Crystal Jalasco Silverio,"From org logbook...

Alin ang mas masakit? Yung matapakan ng nakatakong yung ingrown mo o yung makagat ng lamok yung tigyawat mo?

May tally board pa yun sa baba.  Di ko lang maalala kung alin ang lamang.  Hehe."
Jon Villasper,"isa pa...first meeting ng Math 17 class ko nung freshie ako. pasok si prof na bata pa. walang imik na humarap sa blackboard at nagsulat...Ch1 # 1, 3, 5, 7...Ch2 # 5, 7, 11, 13...Ch3 # 1, 3, 9, 17...hanggang kung anu man yung last chapter sa libro. pagkatapos humarap sa amin, nagpakilala at sabay sabing ""These are your assignments for the whole sem.  You may opt not to do it, i don't care, and you may opt not to attend my class.  Just make sure you pass my exams."""
Jon Villasper,"""Welcome to the Diliman Republic!"" sabi ni bagong Student Regent Kiko Pangilinan sa Freshman Orientation namin (at napgahahalata ang age ko...opo 87 ako at kakatapos lang ng EDSA)"
Jon Villasper,"""dalawa lang ang iskwelahan sa pilipinas - UP and others!""  kaya pag may nakita kaming cute sa gimikan ina-assess muna namin kung ""others"" siya."
Sheena Perlas,"Prof: Dalawang klaseng estudyante lang ang nakakagraduate ng UP, yung sobrang matalino at yung sobrang madiskarte."
Chasim Sia,"Korean tutee na nag-a-ask ng tulong sa kanyang tutor:

Julia (to Wenna): You are a UP student. You are intelligent so you know this. I am just from Benedictine!"
Chasim Sia,"Briefing ng isang Korean sa nagchu-tutor ng kanyang mga anak:

Mr. Kim: If the other tutor would ask you how much I am paying you, donﾒt say anything because I am paying them lower than you. If they are UP students, then I will pay them higher like you."
Annalee Domingo Intia,"rizal teacher, whenever he'd be a few mins late for class: ""sorry class, i just had a cup of coffee. you see, coffee is the mark of a civilized man.""

sige na nga!"
Abby Pacquing,"prof. celia antonio (anthro 179), on university pride: class, pag tinanong kayo kung saan kayo naga-aral, sabihin nyo, ""sa university."" at pag tinanong kung aling university, sagutin ninyo, ""meron pa bang iba?""

wagi!!!"
Aiko Tuyor Namuag Sagusay,"Prof. J teaches Anthro187 (i think) which is all about sex among cultures
A student asks him as they meet by a corner, ""Sir, nagsesex po ba kayo ngaung sem?""
haha, and the prof could only but blanch in reply"
Karlen Kyel,isang teacher sa STAT101: teacher is the best experience. hahaha. IMBA :))
Jericho Delfin,"Sa jeep may estudyante nangungulangot..
Bully: Iha, anu kinukuha mo?
S2dnt: Ah, Nursing po.
Bully: Ganun ba, kala ko kulangot.."
Honey Oliveros,"Freshman year, UP College of Law, Crim. 1: ""Bakit ang dami-dami yatang kaso ng John Doe na 'yan?"""
Joanna Kayaban,"""Press the button to eject the professor"" -written in a chair . I pressed it several times pero hindi gumana. hahaha. :)"
Ralph Matthew Vicedo,"parang overheard at the ateneo lang, pero tagalog version pati sa up. haha"
Jon Villasper,"isang araw, nagkalat sa peyups ang mga sign na may nakasulat na ""NO PARKING ON BOTH SIDE."" nagtagal ang mga sign at walang kumikilos para palitan sila. makaraan ang ilang buwan, may anonymous na nagpentel pen sa mga sign ng ""S"""
Mike Cabigon,"Kwento ng batchmate ko when she met a mother of a younger UP Diliman student in her province.

Mother: Ano course mo sa UP iha?
Batchmate: <humbly> Ah e, BAA po...
Mother: <proudly> Ah, ganun ba? Mas ok pala course ng anak ko kasi BSBA sya.

Ah eh okay :-)"
Melai Nayve,"""This pretty much looks like a penis, except a penis doesn't have a face.""

-Prof. Michael Tan in Soc Sci 3 class (Gender and Sexuality). he was referring to the vibrator,which looked like a banana with a face, he brought to class. he was talking about contraception and he was about to demonstrate how to properly use a condom. LOL!"
Megan Di�o,"1st day ng Math 11 class, 1st year ako. Almost 50 students kaming pinagkasya sa room na meant for 20 students. Slamman na sa loob tapos biglang me dumating na isang petite na babae, may dalang notebook. 

Ako at friend: E TANGINA NAMAN E, ME DUMAGDAG PA E. ANG SIKIP-SKIP NA NGA SA ROOM NA TO E! 

Petite na babae: Good morning class, I'm ____________. Prof nyo. Upo na kayo. 

Ako at friend: *paupo sa hiya*"
Erika Caritativo,"The never-ending quest for ""TBA""..."
Kristine Gonzaga,for our Eng10 7-8:30am class our instructor decided to hold it sa lagoon. so upo kame sa damuhan and mga bato. tapos napatayo bigla ung isa naming classmate na naupo sa semi-flat rock dun dahil napaupo sya sa something squishy - used condom!
Gretzhel Saligbon,"sa IKOT jeep:
ALE: Neng, estudyante ka ba rito?
SI AKO: opo (naman!)
ALE: Saan un BAHAY ng ALUMINUM? ^^"
Tris Mateo-Ferrer,"Spanish Prof introduced himself to class: ""Yo Soy El Diablo"". 

However, he switches to something of Italian whenever one of the students eff up conjugations with a crisp ""Punyetissima!"" =)"
Hazel Sazon,"1st day of psych 101, almost 2 decades ago. Written in one corner of the board "" You were here, I wasn't"". Absent ang prof..."
Jericho Delfin,"Sabi sa dingding somewhere in UP: ""Babala!! --> Asawa ni Babalu."""
Glen Cocopuff,"""During exams: you may look upward for inspiration, downward in desperation, but not sideways for information."" good one ma'am."
JR Davas,"Socio Class sa FC..

May isang group na nagrereport..nakapatay ang ilang bilang powerpoint presentation sila.. sa isang gilid, tulog si prof..after ng report, may mga nagtanong na..after nung last na nagtanong, binuksan na yung ilaw (therefor nagising is prof)..

Prof: any questions?
Me: (think bubble) si mam nagpapahalatang tulog, ang dami dami na kayang nag tanong kanina...
Prof: Okay, i have a question for you (to the reporters).. 

nagtanong si prof but it turned out na yung tanong nya ay kaparehong kapareho ng last question galing sa isang classmate before binukasan ang ilaw.

Reporters: (hindi alam kung anong isasagot i.e kung sasagutin ang tanong or sasabihing natanong na yun)
Isang classmate ko: Mam, natanong ko na po yan kanina.
Prof: oh okay, you may go."
Kevin Macaraeg,"(isang uplb student pumasok sa isang GE class)
(pagpasok sa nya sa room, nakita nyang hiwa-hiwalay ang mga upuan at tahimik ang mga tao)

Prof: Okay, bring out your blue books.. We'll start in 2 mins..

Uplb student: Blue book?! Anong meron?! (tinanong ang classmate)
Classmate: Exam ngayon!!! Ano ka ba?!
Uplb student: Ha?! Wala akong alam! Hindi ako nakapagreview.. T.T
Classmate: Haha.. Ang galing mo!!!
Uplb student: May bluebook ka pa? T.T"
Minks Lucas,"kapag gumagamit ng projector sa AS (or sa other bldgs din) yung pag-flash ay dun sa likod (basta yung opposite wall ng blackboard) kasi yun nga, plain white wall ito so di madidistort ang images. syempre pagmanunuod, iiikot muna yung chair ng mga students, tapos pag discuss na ulit, ikot na naman para humarap sa board.

nakatulog ako habang pinapanuod yung presentation ng isang group.
pagkagising ko, ako na lang yung nakaharap sa likod..

nahalata kaya ako nung prof? hahahaaha. (philo10 ko toh nun with si mendoza)"
Mae Cacanindin,"THIS HAPPENED LAST SEM..

MIDDLE AGED WOMAN NA NAKASAKAY TAXI: (binaba ang window at hinarang ako sa oval) miss, pano paputang OUR ng hindi nagjjeep?

AKO (late na sa class): Baba na lng po kayo, mas ok pag naka-jeep."
Crystal Jalasco Silverio,"Sa Vinzon's Tambayan...

Ako:  O, bakit basang-basa ka?
Sis:  Ang lakas ng ulan sa Eng'g e.

Seryoso, umulan talaga sa Eng'g, sa Vinzon's ang taas ng araw.  Na-experience nyo rin ba yan?"
Gregson Rocafort,"surprise quiz sa CMSC2 dahil may tumunog na cellphone:

prof: ang kantang ""Don't Stop Believing"" ay kinanta sa first episode ng Glee. Sino ang original na singer nito?

me: WIN"
Dino Pineda,"UP Visitors in a car. They look like mothers. Bug-eye shades, matanda na, palamuti, make up, the works. They roll the window down, and ask me...

""Boy, saan 'yung Balay Kalinaw?""

I give them the directions. They leave, thanking me.

After ten seconds... SHIT. BAHAY NG ALUMNI BINIGAY KO SA KANILA. I run away."
April Mae Labiano,"after a class sa engineering, nung pababa na ako sa stairs near aces tambayan, may lumapit sa akin...

girl: asan po ang room 117?
ako (bangag, nag-isip pa): akyat ka then bandang right pag nakaharap ka sa guard.
girl: thanks po.
<so nagkahiwalay na kami>
ako(after a while, telling to myself): ****. mali!!!! tange ko talaga. 2nd floor yun eh! <haha!>

moral of the story: wag magtanong sa mga taong haggard haha."
